,GHI_Open_Field (W/m2),GHI_Agrivoltaic (W/m2),Temperature_Open_Field (C),Temperature_Agrivoltaic (C),Wind_Speed (m/s),Relative_Humidity (%),Panel_Tilt (degrees)
2022-06-17 12:00:00+00:00,864.0,608.36,23.17,21.970000000000002,3.59,76.2,13.405076896543818
2022-06-17 13:00:00+00:00,728.0,608.0,23.71,22.51,3.45,73.75,27.19756814999359
2022-06-17 14:00:00+00:00,636.0,613.56,23.61,22.41,3.52,76.2,40.049224032399394
2022-06-17 15:00:00+00:00,519.0,519.0,22.95,21.75,3.24,76.15,51.891574736947796
2022-06-17 16:00:00+00:00,365.0,365.0,22.37,21.17,2.28,76.1,45.98247968745487
2022-06-17 17:00:00+00:00,164.0,164.0,21.71,20.51,1.31,78.65,20.185036053146305
2022-06-17 18:00:00+00:00,28.0,28.0,21.19,19.990000000000002,0.48,81.3,6.626448454264174
2022-06-17 19:00:00+00:00,0.0,0.0,20.59,19.39,0.41,81.15,0.0
2022-06-17 20:00:00+00:00,0.0,0.0,19.62,18.42,0.69,83.95,0.0
2022-06-17 21:00:00+00:00,0.0,0.0,18.7,17.5,1.03,86.8,0.0
2022-06-17 22:00:00+00:00,0.0,0.0,18.42,17.220000000000002,1.1,89.75,0.0
2022-06-17 23:00:00+00:00,0.0,0.0,18.8,17.6,0.9,86.8,0.0
2022-06-18 00:00:00+00:00,0.0,0.0,19.28,18.080000000000002,0.76,83.9,0.0
2022-06-18 01:00:00+00:00,0.0,0.0,18.78,17.580000000000002,0.76,86.8,0.0
2022-06-18 02:00:00+00:00,0.0,0.0,18.67,17.470000000000002,0.62,86.8,0.0
2022-06-18 03:00:00+00:00,0.0,0.0,17.55,16.35,0.55,92.85,0.0
2022-06-18 04:00:00+00:00,11.0,11.0,16.65,15.45,0.83,92.8,4.975892201314757
2022-06-18 05:00:00+00:00,229.0,229.0,17.7,16.5,0.28,89.75,18.122279135362785
2022-06-18 06:00:00+00:00,415.0,415.0,18.36,17.16,1.24,86.75,39.79183395957339
2022-06-18 07:00:00+00:00,68.0,68.0,18.69,17.490000000000002,1.52,83.85,53.41177866098273
2022-06-18 08:00:00+00:00,154.0,154.0,19.16,17.96,1.59,81.1,41.696458194418064
2022-06-18 09:00:00+00:00,876.0,548.94,19.9,18.7,2.28,78.45,28.985120864708215
2022-06-18 10:00:00+00:00,617.0,540.5,20.67,19.470000000000002,2.41,78.5,15.307001451534386
2022-06-18 11:00:00+00:00,808.0,607.84,20.63,19.43,2.34,78.5,1.0005245362897124
2022-06-18 12:00:00+00:00,829.0,608.12,20.65,19.45,2.34,78.5,13.350030916347928
2022-06-18 13:00:00+00:00,584.0,533.0,20.76,19.560000000000002,2.28,78.5,27.14170154255424
2022-06-18 14:00:00+00:00,370.0,367.78,21.36,20.16,2.55,78.55,39.9942096638046
2022-06-18 15:00:00+00:00,133.0,133.0,21.23,20.03,2.48,78.55,51.83790083340712
2022-06-18 16:00:00+00:00,286.0,286.0,21.05,19.85,2.83,78.5,46.272564619867
2022-06-18 17:00:00+00:00,148.0,148.0,19.72,18.52,2.41,78.45,20.26596913050004
2022-06-18 18:00:00+00:00,29.0,29.0,19.34,18.14,0.69,81.1,6.690532938880999
2022-06-18 19:00:00+00:00,0.0,0.0,18.89,17.69,0.62,86.8,0.0
2022-06-18 20:00:00+00:00,0.0,0.0,18.08,16.88,1.38,86.75,0.0
2022-06-18 21:00:00+00:00,0.0,0.0,17.92,16.720000000000002,1.59,89.75,0.0
2022-06-18 22:00:00+00:00,0.0,0.0,17.97,16.77,1.59,89.75,0.0
2022-06-18 23:00:00+00:00,0.0,0.0,17.82,16.62,1.45,89.75,0.0
2022-06-19 00:00:00+00:00,0.0,0.0,17.95,16.75,1.24,89.75,0.0
2022-06-19 01:00:00+00:00,0.0,0.0,17.4,16.2,0.9,92.85,0.0
2022-06-19 02:00:00+00:00,0.0,0.0,17.16,15.96,0.76,92.85,0.0
2022-06-19 03:00:00+00:00,0.0,0.0,16.64,15.440000000000001,0.48,92.8,0.0
2022-06-19 04:00:00+00:00,5.0,5.0,16.28,15.080000000000002,0.48,96.05,4.948539684438785
2022-06-19 05:00:00+00:00,42.0,42.0,17.03,15.830000000000002,0.21,89.65,18.087401023095712
2022-06-19 06:00:00+00:00,235.0,235.0,17.57,16.37,0.14,83.75,39.697251194789885
2022-06-19 07:00:00+00:00,597.0,541.32,18.72,17.52,0.48,81.05,53.44226197484412
2022-06-19 08:00:00+00:00,629.0,525.96,19.54,18.34,0.41,81.1,41.732116817902096
2022-06-19 09:00:00+00:00,785.0,558.68,20.45,19.25,1.17,81.15,29.026792765477975
2022-06-19 10:00:00+00:00,241.0,241.0,21.05,19.85,1.59,81.2,15.354550522937597
2022-06-19 11:00:00+00:00,404.0,397.28,21.49,20.29,2.48,78.55,1.0525201175515881
2022-06-19 12:00:00+00:00,355.0,352.36,21.52,20.32,2.97,78.55,13.295977344937679
2022-06-19 13:00:00+00:00,642.0,567.3,21.56,20.36,3.03,75.95,27.087951320124212
2022-06-19 14:00:00+00:00,226.0,226.0,21.56,20.36,3.24,75.95,39.942208757082284
2022-06-19 15:00:00+00:00,90.0,90.0,21.42,20.220000000000002,3.1,73.35,51.7879324072644
2022-06-19 16:00:00+00:00,47.0,47.0,20.7,19.5,3.03,75.85,46.5452836384933
2022-06-19 17:00:00+00:00,32.0,32.0,20.37,19.17,2.07,78.45,20.339826707847102
2022-06-19 18:00:00+00:00,3.0,3.0,20.11,18.91,0.55,78.45,6.748570993670806
2022-06-19 19:00:00+00:00,0.0,0.0,19.33,18.13,1.1,81.1,0.0
2022-06-19 20:00:00+00:00,0.0,0.0,18.79,17.59,0.9,86.8,0.0
2022-06-19 21:00:00+00:00,0.0,0.0,18.59,17.39,0.83,83.85,0.0
2022-06-19 22:00:00+00:00,0.0,0.0,19.11,17.91,0.62,81.1,0.0
2022-06-19 23:00:00+00:00,0.0,0.0,18.75,17.55,0.76,86.8,0.0
2022-06-20 00:00:00+00:00,0.0,0.0,17.34,16.14,1.03,92.85,0.0
2022-06-20 01:00:00+00:00,0.0,0.0,16.43,15.23,1.17,96.05,0.0
2022-06-20 02:00:00+00:00,0.0,0.0,15.76,14.56,1.31,96.0,0.0
2022-06-20 03:00:00+00:00,0.0,0.0,15.29,14.09,1.17,99.4,0.0
2022-06-20 04:00:00+00:00,57.0,57.0,15.17,13.97,1.17,96.0,4.914834953897164
2022-06-20 05:00:00+00:00,216.0,216.0,16.49,15.29,1.03,99.4,18.045301187590415
2022-06-20 06:00:00+00:00,411.0,411.0,17.61,16.41,0.83,92.85,39.58706935623038
2022-06-20 07:00:00+00:00,599.0,543.68,19.2,18.0,0.34,89.85,53.47679272365409
2022-06-20 08:00:00+00:00,767.0,568.6,21.11,19.91,0.34,78.55,41.77117033160483
2022-06-20 09:00:00+00:00,894.0,553.14,22.57,21.37,1.1,68.7,29.071010783179755
2022-06-20 10:00:00+00:00,957.0,565.5,23.45,22.25,1.93,62.15,15.403563585566618
2022-06-20 11:00:00+00:00,905.0,609.8,23.83,22.63,2.41,58.1,1.1047243419548607
2022-06-20 12:00:00+00:00,950.0,605.48,23.94,22.740000000000002,2.9,58.1,13.242987039317729
2022-06-20 13:00:00+00:00,866.0,639.12,24.05,22.85,3.17,60.15,27.03638710720828
2022-06-20 14:00:00+00:00,739.0,703.12,23.83,22.63,3.38,60.15,39.89328878565931
2022-06-20 15:00:00+00:00,558.0,558.0,23.76,22.560000000000002,3.52,62.25,51.74173463079668
2022-06-20 16:00:00+00:00,367.0,367.0,23.25,22.05,3.52,66.55,46.79904709703142
2022-06-20 17:00:00+00:00,182.0,182.0,22.68,21.48,3.24,71.15,20.40646398073554
2022-06-20 18:00:00+00:00,27.0,27.0,21.93,20.73,2.69,76.0,6.800474769634387
2022-06-20 19:00:00+00:00,0.0,0.0,21.23,20.03,2.14,78.55,0.0
2022-06-20 20:00:00+00:00,0.0,0.0,20.37,19.17,1.79,86.85,0.0
2022-06-20 21:00:00+00:00,0.0,0.0,19.23,18.03,1.66,86.85,0.0
2022-06-20 22:00:00+00:00,0.0,0.0,18.7,17.5,1.45,89.8,0.0
2022-06-20 23:00:00+00:00,0.0,0.0,18.67,17.470000000000002,1.24,89.8,0.0
2022-06-21 00:00:00+00:00,0.0,0.0,19.25,18.05,1.03,89.85,0.0
2022-06-21 01:00:00+00:00,0.0,0.0,19.27,18.07,0.69,89.85,0.0
2022-06-21 02:00:00+00:00,0.0,0.0,19.1,17.900000000000002,0.28,89.85,0.0
2022-06-21 03:00:00+00:00,0.0,0.0,18.89,17.69,0.21,92.9,0.0
2022-06-21 04:00:00+00:00,53.0,53.0,18.71,17.51,0.62,89.8,4.874842619614734
2022-06-21 05:00:00+00:00,200.0,200.0,18.6,17.400000000000002,0.55,92.9,17.996079799218624
2022-06-21 06:00:00+00:00,307.0,307.0,19.8,18.6,0.48,86.85,39.46178707312821
2022-06-21 07:00:00+00:00,484.0,457.36,21.03,19.830000000000002,0.48,78.5,53.51531094345415
2022-06-21 08:00:00+00:00,694.0,549.68,21.88,20.68,0.83,71.0,41.81355364993515
2022-06-21 09:00:00+00:00,875.0,550.24,22.55,21.35,1.1,68.7,29.11770490142927
2022-06-21 10:00:00+00:00,911.0,575.5,23.49,22.29,1.59,64.3,15.45396690088584
2022-06-21 11:00:00+00:00,953.0,596.84,24.16,22.96,2.07,60.25,1.1570616383266707
2022-06-21 12:00:00+00:00,925.0,605.12,24.44,23.240000000000002,2.69,60.25,13.191135372055479
2022-06-21 13:00:00+00:00,867.0,638.2,24.52,23.32,3.24,60.25,26.987082336930804
2022-06-21 14:00:00+00:00,708.0,676.02,24.3,23.1,3.38,60.25,39.8475201395579
2022-06-21 15:00:00+00:00,553.0,553.0,23.9,22.7,3.24,64.4,51.69937464809998
2022-06-21 16:00:00+00:00,371.0,371.0,23.47,22.27,2.76,66.55,47.032226123894105
2022-06-21 17:00:00+00:00,183.0,183.0,23.01,21.810000000000002,2.28,68.75,20.46573926660216
2022-06-21 18:00:00+00:00,28.0,28.0,22.36,21.16,1.66,73.55,6.846157984797263
2022-06-21 19:00:00+00:00,0.0,0.0,21.29,20.09,1.24,84.05,0.0
2022-06-21 20:00:00+00:00,0.0,0.0,20.96,19.76,0.69,86.9,0.0
2022-06-21 21:00:00+00:00,0.0,0.0,20.87,19.67,0.62,86.9,0.0
2022-06-21 22:00:00+00:00,0.0,0.0,20.53,19.330000000000002,0.41,92.95,0.0
2022-06-21 23:00:00+00:00,0.0,0.0,20.27,19.07,0.07,92.95,0.0
2022-06-22 00:00:00+00:00,0.0,0.0,20.09,18.89,0.14,92.95,0.0
2022-06-22 01:00:00+00:00,0.0,0.0,20.07,18.87,0.07,92.95,0.0
2022-06-22 02:00:00+00:00,0.0,0.0,19.96,18.76,0.21,92.95,0.0
2022-06-22 03:00:00+00:00,0.0,0.0,19.71,18.51,0.48,92.95,0.0
2022-06-22 04:00:00+00:00,53.0,53.0,19.17,17.970000000000002,0.69,92.9,4.828637512616399
2022-06-22 05:00:00+00:00,215.0,215.0,19.31,18.11,0.48,92.9,17.93985093267714
2022-06-22 06:00:00+00:00,409.0,409.0,20.91,19.71,0.48,78.5,39.321953399789166
2022-06-22 07:00:00+00:00,595.0,540.16,21.77,20.57,0.41,68.6,53.55775061664003
2022-06-22 08:00:00+00:00,758.0,575.9,22.75,21.55,0.34,62.05,41.859195962370165
2022-06-22 09:00:00+00:00,885.0,551.04,23.82,22.62,1.1,60.15,29.166799613375854
2022-06-22 10:00:00+00:00,958.0,563.0,24.63,23.43,1.79,58.2,15.50568143971195
2022-06-22 11:00:00+00:00,975.0,590.52,25.16,23.96,2.28,54.55,1.2094514145075412
2022-06-22 12:00:00+00:00,942.0,603.64,25.4,24.2,2.62,54.55,13.140502256959403
2022-06-22 13:00:00+00:00,873.0,640.68,25.42,24.220000000000002,2.9,56.5,26.94011424515995
2022-06-22 14:00:00+00:00,733.0,697.72,25.15,23.95,3.03,58.45,39.804976093732904
2022-06-22 15:00:00+00:00,557.0,557.0,24.65,23.45,2.83,60.35,51.66092152946109
2022-06-22 16:00:00+00:00,366.0,366.0,24.12,22.92,2.48,66.65,47.243175185910864
2022-06-22 17:00:00+00:00,181.0,181.0,23.53,22.330000000000002,2.21,68.85,20.517514459587662
2022-06-22 18:00:00+00:00,29.0,29.0,22.82,21.62,1.59,73.6,6.885536096664046
2022-06-22 19:00:00+00:00,0.0,0.0,21.71,20.51,1.79,78.65,0.0
2022-06-22 20:00:00+00:00,0.0,0.0,20.55,19.35,1.31,86.85,0.0
2022-06-22 21:00:00+00:00,0.0,0.0,20.87,19.67,0.76,84.05,0.0
2022-06-22 22:00:00+00:00,0.0,0.0,20.94,19.740000000000002,0.69,84.05,0.0
2022-06-22 23:00:00+00:00,0.0,0.0,20.57,19.37,0.69,89.85,0.0
2022-06-23 00:00:00+00:00,0.0,0.0,20.24,19.04,0.83,89.85,0.0
2022-06-23 01:00:00+00:00,0.0,0.0,19.26,18.060000000000002,1.03,89.85,0.0
2022-06-23 02:00:00+00:00,0.0,0.0,18.53,17.330000000000002,1.1,92.85,0.0
2022-06-23 03:00:00+00:00,0.0,0.0,19.45,18.25,0.83,92.9,0.0
2022-06-23 04:00:00+00:00,49.0,49.0,18.44,17.240000000000002,1.03,92.85,4.77630412562949
2022-06-23 05:00:00+00:00,198.0,198.0,18.38,17.18,1.24,92.85,17.876741625164254
2022-06-23 06:00:00+00:00,364.0,364.0,21.53,20.330000000000002,1.17,75.95,39.1681601475405
2022-06-23 07:00:00+00:00,423.0,406.68,22.86,21.66,1.24,62.05,53.604040146579244
2022-06-23 08:00:00+00:00,739.0,566.8,23.71,22.51,1.24,58.1,41.90802123458119
2022-06-23 09:00:00+00:00,868.0,546.46,24.55,23.35,1.17,58.2,29.218214439283184
2022-06-23 10:00:00+00:00,950.0,559.0,25.38,24.18,1.66,54.55,15.558623395550432
2022-06-23 11:00:00+00:00,968.0,587.84,25.94,24.740000000000002,2.34,54.7,1.2618085510219057
2022-06-23 12:00:00+00:00,979.0,602.8,26.17,24.970000000000002,2.76,52.95,13.09117169780026
2022-06-23 13:00:00+00:00,862.0,635.12,26.2,25.0,2.76,51.2,26.895563468328486
2022-06-23 14:00:00+00:00,724.0,689.56,26.07,24.87,2.34,52.85,39.76573245819248
2022-06-23 15:00:00+00:00,547.0,547.0,25.84,24.64,1.93,52.85,51.62644596789879
2022-06-23 16:00:00+00:00,361.0,361.0,25.47,24.27,1.59,54.55,47.43026083375274
2022-06-23 17:00:00+00:00,175.0,175.0,24.86,23.66,1.17,58.35,20.561655771071592
2022-06-23 18:00:00+00:00,24.0,24.0,23.7,22.5,0.62,76.3,6.9185266824225975
2022-06-23 19:00:00+00:00,0.0,0.0,21.97,20.77,1.24,78.65,0.0
2022-06-23 20:00:00+00:00,0.0,0.0,20.78,19.580000000000002,1.93,81.2,0.0
2022-06-23 21:00:00+00:00,0.0,0.0,19.98,18.78,1.72,83.95,0.0
2022-06-23 22:00:00+00:00,0.0,0.0,21.23,20.03,1.1,78.55,0.0
2022-06-23 23:00:00+00:00,0.0,0.0,21.3,20.1,0.97,81.3,0.0
